"Player","Position","Handedness","Season","Team","GP","Strength","TOI","Goals","xGoals","Assists","A1","A2","P","P1","iSh%","iFSh%","ixFSh%","iSF","iFen","iCorsi","G60","xG60","A60","A160","A260","P60","P160","iSF60","iFen60","iCorsi60","HF","HA","Takeaways","Giveaways","PEND","PENT","Blocks","Faceoff Wins","Faceoff Losses","Faceoff%"
"GABRIEL BOURQUE","LW","L","2016","COL","5","All Situations","53.85","0","0.38","0","0","0","0","0","0.00","0.00","9.44","3","4","7","0.00","0.42","0.00","0.00","0.00","0.00","0.00","3.34","4.46","7.80","14","2","0","0","0","0","5","0","1","0.00"
"HUDSON FASCHING","RW","R","2016","BUF","6","All Situations","52.47","0","0.3","0","0","0","0","0","0.00","0.00","10.10","3","3","4","0.00","0.35","0.00","0.00","0.00","0.00","0.00","3.43","3.43","4.57","10","2","0","1","0","1","1","0","0",""
"JAKUB NAKLADAL","D","R","2016","CAR","3","All Situations","43.50","0","0.15","0","0","0","0","0","0.00","0.00","3.78","3","4","7","0.00","0.21","0.00","0.00","0.00","0.00","0.00","4.14","5.52","9.66","2","2","1","0","0","0","4","0","0",""
"JAMIE MCBAIN","D","R","2016","ARI","3","All Situations","50.00","0","0.11","0","0","0","0","0","0.00","0.00","2.21","3","5","8","0.00","0.13","0.00","0.00","0.00","0.00","0.00","3.60","6.00","9.60","0","3","1","1","0","0","2","0","0",""
"JOEL HANLEY","D","L","2016","MTL","5","All Situations","55.02","0","0.05","0","0","0","0","0","0.00","0.00","1.51","3","3","3","0.00","0.05","0.00","0.00","0.00","0.00","0.00","3.27","3.27","3.27","7","9","0","3","1","1","4","0","0",""
"LOGAN SHAW","C","R","2016","ANA","2","All Situations","11.55","0","0.11","0","0","0","0","0","0.00","0.00","2.79","3","4","4","0.00","0.58","0.00","0.00","0.00","0.00","0.00","15.58","20.78","20.78","3","3","0","0","0","0","0","5","8","38.46"
"MASON RAYMOND","LW","L","2016","ANA","4","All Situations","35.63","0","0.07","0","0","0","0","0","0.00","0.00","1.74","3","4","5","0.00","0.12","0.00","0.00","0.00","0.00","0.00","5.05","6.74","8.42","3","0","0","1","0","0","0","0","1","0.00"
"MIIKKA SALOMAKI","RW","L","2016","NSH","2","All Situations","19.13","0","1.05","0","0","0","0","0","0.00","0.00","35.07","3","3","3","0.00","3.30","0.00","0.00","0.00","0.00","0.00","9.41","9.41","9.41","6","1","0","0","0","0","4","0","0",""
"NICKLAS GROSSMANN","D","L","2016","CGY","3","All Situations","39.03","0","0.04","0","0","0","0","0","0.00","0.00","1.23","3","3","7","0.00","0.06","0.00","0.00","0.00","0.00","0.00","4.61","4.61","10.76","7","5","0","1","0","1","1","0","0",""
"SETH GRIFFITH","C","R","2016","TOR","3","All Situations","28.40","0","0.23","0","0","0","0","0","0.00","0.00","3.32","3","7","10","0.00","0.49","0.00","0.00","0.00","0.00","0.00","6.34","14.79","21.13","3","2","0","0","0","0","0","0","0",""
"TYLER BERTUZZI","LW","L","2016","DET","7","All Situations","63.75","0","0.32","0","0","0","0","0","0.00","0.00","4.54","3","7","8","0.00","0.30","0.00","0.00","0.00","0.00","0.00","2.82","6.59","7.53","12","11","1","3","1","0","0","1","1","50.00"
"DRAKE CAGGIULA","LW","L","2016","EDM","4","All Situations","56.55","0","0.28","2","1","1","2","1","0.00","0.00","7.00","2","4","4","0.00","0.30","2.12","1.06","1.06","2.12","1.06","2.12","4.24","4.24","3","4","1","0","1","0","0","7","10","41.18"
"EVAN RODRIGUES","LW","R","2016","BUF","2","All Situations","22.93","0","0.11","0","0","0","0","0","0.00","0.00","5.38","2","2","4","0.00","0.28","0.00","0.00","0.00","0.00","0.00","5.23","5.23","10.47","0","1","0","1","0","0","0","1","0","100.00"
"FREDRIK CLAESSON","D","L","2016","OTT","6","All Situations","70.52","0","0.14","0","0","0","0","0","0.00","0.00","4.68","2","3","5","0.00","0.12","0.00","0.00","0.00","0.00","0.00","1.70","2.55","4.25","6","11","0","4","0","0","3","0","0",""
"JACOB LARSSON","D","L","2016","ANA","4","All Situations","65.72","0","0.12","0","0","0","0","0","0.00","0.00","2.33","2","5","11","0.00","0.11","0.00","0.00","0.00","0.00","0.00","1.83","4.56","10.04","1","6","0","1","0","1","1","0","0",""
"JAKUB KINDL","D","L","2016","FLA","4","All Situations","63.77","0","0.04","1","1","0","1","1","0.00","0.00","0.96","2","4","4","0.00","0.04","0.94","0.94","0.00","0.94","0.94","1.88","3.76","3.76","8","4","2","2","0","1","3","0","0",""
"MAGNUS PAAJARVI","LW","L","2016","STL","3","All Situations","27.78","1","0.23","0","0","0","1","1","50.00","50.00","11.42","2","2","4","2.16","0.49","0.00","0.00","0.00","2.16","2.16","4.32","4.32","8.64","1","1","0","0","0","0","1","1","1","50.00"
"MARKUS HANNIKAINEN","LW","L","2016","CBJ","3","All Situations","23.97","0","0.03","0","0","0","0","0","0.00","0.00","1.46","2","2","3","0.00","0.07","0.00","0.00","0.00","0.00","0.00","5.01","5.01","7.51","5","3","0","0","0","0","2","0","0",""
"MATT CARLE","D","L","2016","NSH","6","All Situations","78.87","0","0.05","1","1","0","1","1","0.00","0.00","1.52","2","3","4","0.00","0.03","0.76","0.76","0.00","0.76","0.76","1.52","2.28","3.04","3","6","0","4","0","0","5","0","0",""
"MATT PUEMPEL","LW","L","2016","NYR","1","All Situations","12.53","1","0.32","0","0","0","1","1","50.00","33.33","10.71","2","3","3","4.79","1.54","0.00","0.00","0.00","4.79","4.79","9.58","14.37","14.37","1","1","0","0","0","0","0","0","0",""
"MIKHAIL SERGACHEV","D","L","2016","MTL","3","All Situations","31.28","0","0.08","0","0","0","0","0","0.00","0.00","2.78","2","3","4","0.00","0.16","0.00","0.00","0.00","0.00","0.00","3.84","5.75","7.67","7","4","1","2","0","0","2","0","0",""
"NICK BJUGSTAD","C","R","2016","FLA","2","All Situations","24.57","0","0.17","0","0","0","0","0","0.00","0.00","5.68","2","3","5","0.00","0.42","0.00","0.00","0.00","0.00","0.00","4.88","7.33","12.21","1","2","0","0","1","1","0","0","0",""
"OLIVER BJORKSTRAND","RW","R","2016","CBJ","3","All Situations","32.55","0","0.33","0","0","0","0","0","0.00","0.00","8.17","2","4","5","0.00","0.60","0.00","0.00","0.00","0.00","0.00","3.69","7.37","9.22","1","5","0","1","0","1","1","1","0","100.00"
"ROB O'GARA","D","L","2016","BOS","3","All Situations","48.03","0","0.07","0","0","0","0","0","0.00","0.00","2.28","2","3","3","0.00","0.09","0.00","0.00","0.00","0.00","0.00","2.50","3.75","3.75","3","3","0","2","0","0","6","0","0",""
"SETH GRIFFITH","C","R","2016","FLA","4","All Situations","45.05","0","0.32","1","1","0","1","1","0.00","0.00","10.62","2","3","4","0.00","0.42","1.33","1.33","0.00","1.33","1.33","2.66","4.00","5.33","5","3","0","2","0","0","2","0","3","0.00"
"TOM SESTITO","LW","L","2016","PIT","8","All Situations","43.67","0","0.18","1","1","0","1","1","0.00","0.00","8.82","2","2","4","0.00","0.24","1.37","1.37","0.00","1.37","1.37","2.75","2.75","5.50","15","5","0","1","0","3","1","0","0",""
"ALES HEMSKY","RW","R","2016","DAL","1","All Situations","15.53","0","0.36","0","0","0","0","0","0.00","0.00","12.03","1","3","5","0.00","1.39","0.00","0.00","0.00","0.00","0.00","3.86","11.59","19.32","0","0","0","0","0","0","0","0","0",""
"BEN SMITH","RW","R","2016","COL","4","All Situations","43.08","0","0.08","0","0","0","0","0","0.00","0.00","4.22","1","2","2","0.00","0.12","0.00","0.00","0.00","0.00","0.00","1.39","2.79","2.79","1","8","0","1","0","0","0","21","12","63.64"
"BRYAN LITTLE","C","R","2016","WPG","1","All Situations","2.80","0","0.01","1","0","1","1","0","0.00","0.00","1.43","1","1","1","0.00","0.31","21.43","0.00","21.43","21.43","0.00","21.43","21.43","21.43","0","0","0","0","0","0","0","2","1","66.67"
"CAL O'REILLY","C","L","2016","BUF","4","All Situations","43.68","0","0.01","0","0","0","0","0","0.00","0.00","1.48","1","1","2","0.00","0.02","0.00","0.00","0.00","0.00","0.00","1.37","1.37","2.75","0","0","2","1","0","0","0","15","17","46.88"
"CODY BASS","C","R","2016","NSH","9","All Situations","60.90","0","0.01","0","0","0","0","0","0.00","0.00","1.04","1","1","3","0.00","0.01","0.00","0.00","0.00","0.00","0.00","0.99","0.99","2.96","14","9","2","1","7","2","3","0","1","0.00"
"CORY CONACHER","C","L","2016","T.B","1","All Situations","13.43","0","0.07","0","0","0","0","0","0.00","0.00","3.69","1","2","2","0.00","0.33","0.00","0.00","0.00","0.00","0.00","4.47","8.94","8.94","0","1","0","1","1","1","0","0","0",""
"DANIEL O'REGAN","C","R","2016","S.J","1","All Situations","12.27","0","0.05","0","0","0","0","0","0.00","0.00","2.31","1","2","2","0.00","0.23","0.00","0.00","0.00","0.00","0.00","4.89","9.78","9.78","0","0","1","0","0","0","1","7","6","53.85"
"DERRICK POULIOT","D","L","2016","PIT","1","All Situations","12.48","0","0.02","0","0","0","0","0","0.00","0.00","2.48","1","1","1","0.00","0.12","0.00","0.00","0.00","0.00","0.00","4.81","4.81","4.81","1","0","0","0","0","0","1","0","0",""
"DYLAN MCILRATH","D","R","2016","FLA","1","All Situations","17.30","0","0.02","0","0","0","0","0","0.00","0.00","1.18","1","2","5","0.00","0.08","0.00","0.00","0.00","0.00","0.00","3.47","6.94","17.34","4","0","1","2","0","0","0","0","0",""
"JON MERRILL","D","L","2016","N.J","4","All Situations","58.08","0","0.08","0","0","0","0","0","0.00","0.00","2.83","1","3","5","0.00","0.09","0.00","0.00","0.00","0.00","0.00","1.03","3.10","5.17","4","14","0","2","0","0","1","0","0",""
"JULIAN MELCHIORI","D","L","2016","WPG","4","All Situations","55.12","0","0.03","0","0","0","0","0","0.00","0.00","0.92","1","3","4","0.00","0.03","0.00","0.00","0.00","0.00","0.00","1.09","3.27","4.35","5","0","0","3","0","0","3","0","0",""
"KEVAN MILLER","D","R","2016","BOS","2","All Situations","33.67","0","0.05","0","0","0","0","0","0.00","0.00","1.21","1","4","4","0.00","0.09","0.00","0.00","0.00","0.00","0.00","1.78","7.13","7.13","5","5","0","0","0","0","2","0","0",""
"LINDEN VEY","RW","R","2016","CGY","4","All Situations","44.07","0","0.3","0","0","0","0","0","0.00","0.00","10.09","1","3","5","0.00","0.41","0.00","0.00","0.00","0.00","0.00","1.36","4.08","6.81","1","1","0","2","0","0","0","9","15","37.50"
"LUKE WITKOWSKI","D","R","2016","T.B","3","All Situations","25.13","0","0.02","0","0","0","0","0","0.00","0.00","1.67","1","1","2","0.00","0.04","0.00","0.00","0.00","0.00","0.00","2.39","2.39","4.78","4","6","0","1","1","1","1","0","0",""
"MARK FAYNE","D","R","2016","EDM","1","All Situations","2.45","0","0.08","1","1","0","1","1","0.00","0.00","4.17","1","2","2","0.00","2.04","24.49","24.49","0.00","24.49","24.49","24.49","48.98","48.98","0","0","0","1","0","0","0","0","0",""
"MARTIN FRK","RW","R","2016","CAR","2","All Situations","16.67","0","0.04","0","0","0","0","0","0.00","0.00","1.79","1","2","3","0.00","0.13","0.00","0.00","0.00","0.00","0.00","3.60","7.20","10.80","3","2","0","1","1","1","1","0","0",""
"MATT HENDRICKS","LW","L","2016","EDM","3","All Situations","33.23","0","0.1","1","0","1","1","0","0.00","0.00","2.59","1","4","4","0.00","0.19","1.81","0.00","1.81","1.81","0.00","1.81","7.22","7.22","3","1","0","0","1","1","5","2","1","66.67"
"MILES WOOD","LW","L","2016","N.J","2","All Situations","20.85","0","0.03","0","0","0","0","0","0.00","0.00","3.15","1","1","1","0.00","0.09","0.00","0.00","0.00","0.00","0.00","2.88","2.88","2.88","2","8","0","0","0","2","2","0","0",""
"PAUL CAREY","C","L","2016","WSH","1","All Situations","12.13","0","0.34","0","0","0","0","0","0.00","0.00","17.13","1","2","3","0.00","1.70","0.00","0.00","0.00","0.00","0.00","4.95","9.89","14.84","2","1","0","1","0","0","1","0","0",""
"RYAN CARPENTER","C","R","2016","S.J","1","All Situations","6.48","0","0.01","0","0","0","0","0","0.00","0.00","1.09","1","1","1","0.00","0.10","0.00","0.00","0.00","0.00","0.00","9.26","9.26","9.26","3","2","0","0","0","0","0","3","2","60.00"
"RYAN MURPHY","D","R","2016","CAR","4","All Situations","52.42","0","0.07","1","1","0","1","1","0.00","0.00","2.40","1","3","7","0.00","0.08","1.14","1.14","0.00","1.14","1.14","1.14","3.43","8.01","0","7","2","2","1","0","5","0","0",""
"SCOTT HARRINGTON","D","L","2016","CBJ","3","All Situations","39.87","0","0.06","0","0","0","0","0","0.00","0.00","1.89","1","3","4","0.00","0.09","0.00","0.00","0.00","0.00","0.00","1.50","4.51","6.02","1","1","1","1","0","0","4","0","0",""
"SHAWN THORNTON","LW","R","2016","FLA","4","All Situations","34.32","0","0.2","1","0","1","1","0","0.00","0.00","6.60","1","3","5","0.00","0.35","1.75","0.00","1.75","1.75","0.00","1.75","5.24","8.74","2","0","0","2","0","0","0","0","1","0.00"
"SIMON DESPRES","D","L","2016","ANA","1","All Situations","16.13","0","0.04","0","0","0","0","0","0.00","0.00","1.76","1","2","2","0.00","0.13","0.00","0.00","0.00","0.00","0.00","3.72","7.44","7.44","1","1","0","0","0","0","1","0","0",""
"STEVE OLEKSY","D","R","2016","PIT","1","All Situations","11.10","0","0.01","1","0","1","1","0","0.00","0.00","1.13","1","1","4","0.00","0.06","5.41","0.00","5.41","5.41","0.00","5.41","5.41","21.62","3","1","0","0","0","1","1","0","0",""
"THOMAS CHABOT","D","L","2016","OTT","1","All Situations","7.15","0","0.06","0","0","0","0","0","0.00","0.00","2.85","1","2","2","0.00","0.48","0.00","0.00","0.00","0.00","0.00","8.39","16.78","16.78","1","0","0","1","0","0","0","0","0",""
"TY RATTIE","RW","R","2016","STL","3","All Situations","23.12","0","0.03","0","0","0","0","0","0.00","0.00","3.24","1","1","1","0.00","0.08","0.00","0.00","0.00","0.00","0.00","2.60","2.60","2.60","0","1","0","0","1","0","2","0","0",""
"ALEX BIEGA","D","R","2016","VAN","1","All Situations","8.62","0","0","0","0","0","0","0","","","","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","3","0","0","0","0","1","0","0",""
"ANTHONY BITETTO","D","L","2016","NSH","2","All Situations","18.37","0","0.04","0","0","0","0","0","","0.00","4.37","0","1","3","0.00","0.14","0.00","0.00","0.00","0.00","0.00","0.00","3.27","9.80","6","2","0","1","2","0","2","0","0",""
"BLAKE PIETILA","LW","L","2016","N.J","2","All Situations","25.28","0","0","0","0","0","0","0","","","","0","0","2","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","4.75","4","4","1","0","0","1","2","4","5","44.44"
"BRANDON DAVIDSON","D","L","2016","EDM","1","All Situations","7.82","0","0","0","0","0","0","0","","","","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1","2","0","0","0","0","1","0","0",""
"CRISTOVAL NIEVES","C","L","2016","NYR","1","All Situations","11.73","0","0.08","0","0","0","0","0","","0.00","7.91","0","1","1","0.00","0.40","0.00","0.00","0.00","0.00","0.00","0.00","5.12","5.12","0","1","0","0","0","0","1","3","7","30.00"
"DYLAN MCILRATH","D","R","2016","NYR","1","All Situations","9.23","0","0","0","0","0","0","0","","","","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2","1","0","0","0","1","0","0","0",""
"EMERSON ETEM","LW","L","2016","ANA","3","All Situations","26.42","0","0","0","0","0","0","0","","","","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","4","3","0","0","0","1","0","0","1","0.00"
"ERIK CONDRA","RW","R","2016","T.B","1","All Situations","10.55","0","0.01","0","0","0","0","0","","0.00","1.49","0","1","1","0.00","0.08","0.00","0.00","0.00","0.00","0.00","0.00","5.69","5.69","0","1","0","1","0","1","1","1","0","100.00"
"FRANK CORRADO","D","R","2016","TOR","1","All Situations","16.40","0","0.02","0","0","0","0","0","","0.00","0.87","0","2","3","0.00","0.06","0.00","0.00","0.00","0.00","0.00","0.00","7.32","10.98","2","1","0","0","1","1","1","0","0",""
"FREDERICK GAUDREAU","C","R","2016","NSH","1","All Situations","9.02","0","0","0","0","0","0","0","","","","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0","0","1","0","0","3","1","2","33.33"
"HARRY ZOLNIERCZYK","LW","L","2016","NSH","1","All Situations","7.83","0","0","0","0","0","0","0","","","","0","0","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","7.66","1","5","0","0","0","1","1","0","0",""
"JIRI HUDLER","RW","L","2016","DAL","4","All Situations","59.65","0","0.2","0","0","0","0","0","","0.00","6.76","0","3","5","0.00","0.20","0.00","0.00","0.00","0.00","0.00","0.00","3.02","5.03","0","0","3","1","0","0","1","1","0","100.00"
"JOSEPH LABATE","C","L","2016","VAN","3","All Situations","15.18","0","0","0","0","0","0","0","","","","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","4","3","0","0","2","1","0","0","0",""
"JUSTIN BAILEY","RW","R","2016","BUF","2","All Situations","15.47","0","0.01","0","0","0","0","0","","0.00","1.23","0","1","2","0.00","0.05","0.00","0.00","0.00","0.00","0.00","0.00","3.88","7.76","3","2","0","0","0","0","0","0","0",""
"MARIAN GABORIK","RW","L","2016","L.A","1","All Situations","11.82","0","0.1","0","0","0","0","0","","0.00","10.06","0","1","2","0.00","0.51","0.00","0.00","0.00","0.00","0.00","0.00","5.08","10.15","0","0","0","0","0","0","0","0","0",""
"MARK BARBERIO","D","L","2016","MTL","2","All Situations","27.52","0","0","0","0","0","0","0","","","","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1","5","0","1","0","1","4","0","0",""
"MATHEW BARZAL","C","R","2016","NYI","2","All Situations","19.50","0","0","0","0","0","0","0","","","","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1","1","0","0","0","3","0","6","7","46.15"
"MICHAEL ZALEWSKI","LW","L","2016","VAN","1","All Situations","8.05","0","0.02","0","0","0","0","0","","0.00","1.76","0","1","1","0.00","0.13","0.00","0.00","0.00","0.00","0.00","0.00","7.45","7.45","0","0","0","0","0","0","1","0","0",""
"MIKE BLUNDEN","RW","R","2016","OTT","1","All Situations","9.62","0","0","0","0","0","0","0","","","","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5","1","0","0","0","0","0","0","0",""
"PHIL VARONE","C","L","2016","OTT","3","All Situations","24.63","0","0.1","0","0","0","0","0","","0.00","5.14","0","2","2","0.00","0.25","0.00","0.00","0.00","0.00","0.00","0.00","4.87","4.87","1","1","1","3","0","1","0","7","8","46.67"
"RYAN PULOCK","D","R","2016","NYI","1","All Situations","3.95","0","0","0","0","0","0","0","","","","0","0","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","15.19","1","0","0","0","0","0","1","0","0",""
"SCOTT MAYFIELD","D","R","2016","NYI","1","All Situations","6.82","0","0","0","0","0","0","0","","","","0","0","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","8.80","0","0","0","0","2","0","2","0","0",""
"SONNY MILANO","LW","L","2016","CBJ","2","All Situations","23.97","0","0.06","0","0","0","0","0","","0.00","5.51","0","1","3","0.00","0.14","0.00","0.00","0.00","0.00","0.00","0.00","2.50","7.51","1","1","0","1","0","0","1","0","0",""
"STEVEN KAMPFER","D","R","2016","FLA","1","All Situations","16.80","0","0.01","0","0","0","0","0","","0.00","0.71","0","1","2","0.00","0.03","0.00","0.00","0.00","0.00","0.00","0.00","3.57","7.14","1","1","0","1","0","2","1","0","0",""
"TAYLOR BECK","LW","R","2016","EDM","1","All Situations","8.07","0","0","0","0","0","0","0","","","","0","0","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","7.43","2","1","0","0","0","0","0","0","0",""
"TREVOR SMITH","C","L","2016","NSH","1","All Situations","7.33","0","0","0","0","0","0","0","","","","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0","0","0","0","0","2","0","8","0.00"
"TREVOR VAN RIEMSDYK","D","R","2016","CHI","2","All Situations","25.50","0","0","0","0","0","0","0","","","","0","0","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2.35","2","2","0","0","2","2","3","0","0",""
